Sequence_ID,EC_Number,PDB_ID,Chain_ID,PDB_Chain,Query_PDB,Template_PDB,RMSD,Aligned_Atoms,Nucleotide_Found,PNG_File,PDB_File
A0KR66,2.7.7.87,3vth,A,3vthA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0KR66_2.7.7.87.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_3vth_A.pdb,13.232,789,False,A0KR66_2.7.7.87_vs_3vth_A_visualization.png,A0KR66_2.7.7.87_vs_3vth_A_aligned.pdb
A1AGH4,2.7.7.87,3vth,A,3vthA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A1AGH4_2.7.7.87.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_3vth_A.pdb,1.955,732,False,A1AGH4_2.7.7.87_vs_3vth_A_visualization.png,A1AGH4_2.7.7.87_vs_3vth_A_aligned.pdb
A0KEX6,2.7.7.87,3vth,A,3vthA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0KEX6_2.7.7.87.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_3vth_A.pdb,1.924,677,False,A0KEX6_2.7.7.87_vs_3vth_A_visualization.png,A0KEX6_2.7.7.87_vs_3vth_A_aligned.pdb
A0KJA0,6.3.4.20,1mb9,B,1mb9B,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0KJA0_6.3.4.20.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1mb9_B.pdb,18.638,860,True,A0KJA0_6.3.4.20_vs_1mb9_B_visualization.png,A0KJA0_6.3.4.20_vs_1mb9_B_aligned.pdb
A0B6A6,6.3.4.20,1mb9,B,1mb9B,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0B6A6_6.3.4.20.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1mb9_B.pdb,20.160,971,True,A0B6A6_6.3.4.20_vs_1mb9_B_visualization.png,A0B6A6_6.3.4.20_vs_1mb9_B_aligned.pdb
A0KX75,6.3.4.20,1mb9,B,1mb9B,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0KX75_6.3.4.20.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1mb9_B.pdb,14.697,883,True,A0KX75_6.3.4.20_vs_1mb9_B_visualization.png,A0KX75_6.3.4.20_vs_1mb9_B_aligned.pdb
A0L4R8,6.3.4.20,1mb9,B,1mb9B,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0L4R8_6.3.4.20.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1mb9_B.pdb,11.168,461,True,A0L4R8_6.3.4.20_vs_1mb9_B_visualization.png,A0L4R8_6.3.4.20_vs_1mb9_B_aligned.pdb
A0KBJ0,6.3.4.20,1mb9,B,1mb9B,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0KBJ0_6.3.4.20.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1mb9_B.pdb,12.517,675,True,A0KBJ0_6.3.4.20_vs_1mb9_B_visualization.png,A0KBJ0_6.3.4.20_vs_1mb9_B_aligned.pdb
O85786,2.7.4.7,2jg1,C,2jg1C,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/O85786_2.7.4.7.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_2jg1_C.pdb,8.460,970,False,O85786_2.7.4.7_vs_2jg1_C_visualization.png,O85786_2.7.4.7_vs_2jg1_C_aligned.pdb
O25515,2.7.4.7,2jg1,C,2jg1C,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/O25515_2.7.4.7.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_2jg1_C.pdb,6.431,730,False,O25515_2.7.4.7_vs_2jg1_C_visualization.png,O25515_2.7.4.7_vs_2jg1_C_aligned.pdb
O67772,2.7.4.7,2jg1,C,2jg1C,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/O67772_2.7.4.7.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_2jg1_C.pdb,7.707,1090,False,O67772_2.7.4.7_vs_2jg1_C_visualization.png,O67772_2.7.4.7_vs_2jg1_C_aligned.pdb
O31620,2.7.4.7,2jg1,C,2jg1C,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/O31620_2.7.4.7.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_2jg1_C.pdb,2.969,645,False,O31620_2.7.4.7_vs_2jg1_C_visualization.png,O31620_2.7.4.7_vs_2jg1_C_aligned.pdb
P9WIY3,3.6.1.69,6fl4,A,6fl4A,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P9WIY3_3.6.1.69.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6fl4_A.pdb,0.986,205,False,P9WIY3_3.6.1.69_vs_6fl4_A_visualization.png,P9WIY3_3.6.1.69_vs_6fl4_A_aligned.pdb
P9WIY2,3.6.1.69,6fl4,A,6fl4A,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P9WIY2_3.6.1.69.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6fl4_A.pdb,0.981,205,False,P9WIY2_3.6.1.69_vs_6fl4_A_visualization.png,P9WIY2_3.6.1.69_vs_6fl4_A_aligned.pdb
A0QUZ2,3.6.1.69,6fl4,A,6fl4A,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0QUZ2_3.6.1.69.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6fl4_A.pdb,0.537,138,False,A0QUZ2_3.6.1.69_vs_6fl4_A_visualization.png,A0QUZ2_3.6.1.69_vs_6fl4_A_aligned.pdb
Q9RVK2,3.6.1.69,6fl4,A,6fl4A,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/Q9RVK2_3.6.1.69.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6fl4_A.pdb,3.291,379,False,Q9RVK2_3.6.1.69_vs_6fl4_A_visualization.png,Q9RVK2_3.6.1.69_vs_6fl4_A_aligned.pdb
Q9SL92,6.3.4.11,6aaz,A,6aazA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/Q9SL92_6.3.4.11.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6aaz_A.pdb,14.854,591,True,Q9SL92_6.3.4.11_vs_6aaz_A_visualization.png,Q9SL92_6.3.4.11_vs_6aaz_A_aligned.pdb
O27637,2.7.6.3,2f17,A,2f17A,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/O27637_2.7.6.3.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_2f17_A.pdb,1.683,224,True,O27637_2.7.6.3_vs_2f17_A_visualization.png,O27637_2.7.6.3_vs_2f17_A_aligned.pdb
O66550,2.7.6.3,4crj,A,4crjA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/O66550_2.7.6.3.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_4crj_A.pdb,0.668,752,False,O66550_2.7.6.3_vs_4crj_A_visualization.png,O66550_2.7.6.3_vs_4crj_A_aligned.pdb
B2RI92,2.7.6.3,4crj,A,4crjA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/B2RI92_2.7.6.3.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_4crj_A.pdb,0.611,644,False,B2RI92_2.7.6.3_vs_4crj_A_visualization.png,B2RI92_2.7.6.3_vs_4crj_A_aligned.pdb
O25680,2.7.6.3,4crj,A,4crjA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/O25680_2.7.6.3.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_4crj_A.pdb,1.039,695,False,O25680_2.7.6.3_vs_4crj_A_visualization.png,O25680_2.7.6.3_vs_4crj_A_aligned.pdb
Q12524,3.6.1.56,6fl4,A,6fl4A,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/Q12524_3.6.1.56.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6fl4_A.pdb,3.884,360,False,Q12524_3.6.1.56_vs_6fl4_A_visualization.png,Q12524_3.6.1.56_vs_6fl4_A_aligned.pdb
F1P963,3.6.1.56,6fl4,A,6fl4A,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/F1P963_3.6.1.56.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6fl4_A.pdb,2.639,529,False,F1P963_3.6.1.56_vs_6fl4_A_visualization.png,F1P963_3.6.1.56_vs_6fl4_A_aligned.pdb
P53368,3.6.1.56,6fl4,A,6fl4A,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P53368_3.6.1.56.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6fl4_A.pdb,1.878,525,False,P53368_3.6.1.56_vs_6fl4_A_visualization.png,P53368_3.6.1.56_vs_6fl4_A_aligned.pdb
P53369,3.6.1.56,6fl4,A,6fl4A,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P53369_3.6.1.56.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6fl4_A.pdb,1.917,529,False,P53369_3.6.1.56_vs_6fl4_A_visualization.png,P53369_3.6.1.56_vs_6fl4_A_aligned.pdb
P36639,3.6.1.56,6fl4,A,6fl4A,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P36639_3.6.1.56.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6fl4_A.pdb,2.677,533,False,P36639_3.6.1.56_vs_6fl4_A_visualization.png,P36639_3.6.1.56_vs_6fl4_A_aligned.pdb
A0A7H0DN36,2.7.7.19,3erc,C,3ercC,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0A7H0DN36_2.7.7.19.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_3erc_C.pdb,0.857,2946,False,A0A7H0DN36_2.7.7.19_vs_3erc_C_visualization.png,A0A7H0DN36_2.7.7.19_vs_3erc_C_aligned.pdb
P0ABQ0,6.3.2.5,7edz,C,7edzC,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P0ABQ0_6.3.2.5.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_7edz_C.pdb,2.269,875,False,P0ABQ0_6.3.2.5_vs_7edz_C_visualization.png,P0ABQ0_6.3.2.5_vs_7edz_C_aligned.pdb
P0ABQ1,6.3.2.5,7edz,C,7edzC,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P0ABQ1_6.3.2.5.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_7edz_C.pdb,2.268,875,False,P0ABQ1_6.3.2.5_vs_7edz_C_visualization.png,P0ABQ1_6.3.2.5_vs_7edz_C_aligned.pdb
A0QWT2,6.3.2.5,7edz,C,7edzC,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0QWT2_6.3.2.5.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_7edz_C.pdb,2.388,776,False,A0QWT2_6.3.2.5_vs_7edz_C_visualization.png,A0QWT2_6.3.2.5_vs_7edz_C_aligned.pdb
O51752,6.3.2.5,7edz,C,7edzC,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/O51752_6.3.2.5.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_7edz_C.pdb,1.732,749,False,O51752_6.3.2.5_vs_7edz_C_visualization.png,O51752_6.3.2.5_vs_7edz_C_aligned.pdb
A0AK10,2.7.7.72,6p1p,A,6p1pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0AK10_2.7.7.72.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6p1p_A.pdb,16.417,882,False,A0AK10_2.7.7.72_vs_6p1p_A_visualization.png,A0AK10_2.7.7.72_vs_6p1p_A_aligned.pdb
A0Q8A2,2.7.7.72,6p1p,A,6p1pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0Q8A2_2.7.7.72.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6p1p_A.pdb,19.132,1018,False,A0Q8A2_2.7.7.72_vs_6p1p_A_visualization.png,A0Q8A2_2.7.7.72_vs_6p1p_A_aligned.pdb
A0KBA2,2.7.7.72,6p1p,A,6p1pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0KBA2_2.7.7.72.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6p1p_A.pdb,20.881,1310,False,A0KBA2_2.7.7.72_vs_6p1p_A_visualization.png,A0KBA2_2.7.7.72_vs_6p1p_A_aligned.pdb
A0KZT1,2.7.7.72,6p1p,A,6p1pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0KZT1_2.7.7.72.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6p1p_A.pdb,16.713,854,False,A0KZT1_2.7.7.72_vs_6p1p_A_visualization.png,A0KZT1_2.7.7.72_vs_6p1p_A_aligned.pdb
A0KPN1,2.7.7.72,6p1p,A,6p1pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0KPN1_2.7.7.72.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6p1p_A.pdb,12.480,479,False,A0KPN1_2.7.7.72_vs_6p1p_A_visualization.png,A0KPN1_2.7.7.72_vs_6p1p_A_aligned.pdb
A0K1R7,6.3.2.2,7cqq,A,7cqqA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0K1R7_6.3.2.2.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_7cqq_A.pdb,20.560,1383,False,A0K1R7_6.3.2.2_vs_7cqq_A_visualization.png,A0K1R7_6.3.2.2_vs_7cqq_A_aligned.pdb
A0PNK6,6.3.2.2,7cqq,A,7cqqA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0PNK6_6.3.2.2.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_7cqq_A.pdb,14.831,1525,False,A0PNK6_6.3.2.2_vs_7cqq_A_visualization.png,A0PNK6_6.3.2.2_vs_7cqq_A_aligned.pdb
A0K2U6,6.3.2.2,7cqq,A,7cqqA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0K2U6_6.3.2.2.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_7cqq_A.pdb,12.470,1486,False,A0K2U6_6.3.2.2_vs_7cqq_A_visualization.png,A0K2U6_6.3.2.2_vs_7cqq_A_aligned.pdb
A0JZ00,6.3.2.2,7cqq,A,7cqqA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0JZ00_6.3.2.2.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_7cqq_A.pdb,12.914,1379,False,A0JZ00_6.3.2.2_vs_7cqq_A_visualization.png,A0JZ00_6.3.2.2_vs_7cqq_A_aligned.pdb
P0A4V0,2.7.7.43,6b5k,A,6b5kA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P0A4V0_2.7.7.43.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6b5k_A.pdb,14.975,943,False,P0A4V0_2.7.7.43_vs_6b5k_A_visualization.png,P0A4V0_2.7.7.43_vs_6b5k_A_aligned.pdb
P0A0Z8,2.7.7.43,6b5k,A,6b5kA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P0A0Z8_2.7.7.43.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6b5k_A.pdb,19.291,570,False,P0A0Z8_2.7.7.43_vs_6b5k_A_visualization.png,P0A0Z8_2.7.7.43_vs_6b5k_A_aligned.pdb
P0A4V1,2.7.7.43,6b5k,A,6b5kA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P0A4V1_2.7.7.43.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6b5k_A.pdb,14.974,943,False,P0A4V1_2.7.7.43_vs_6b5k_A_visualization.png,P0A4V1_2.7.7.43_vs_6b5k_A_aligned.pdb
H9BFW7,2.7.7.43,6b5k,A,6b5kA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/H9BFW7_2.7.7.43.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6b5k_A.pdb,11.186,233,False,H9BFW7_2.7.7.43_vs_6b5k_A_visualization.png,H9BFW7_2.7.7.43_vs_6b5k_A_aligned.pdb
P0A0Z7,2.7.7.43,6b5k,A,6b5kA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P0A0Z7_2.7.7.43.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6b5k_A.pdb,19.291,570,False,P0A0Z7_2.7.7.43_vs_6b5k_A_visualization.png,P0A0Z7_2.7.7.43_vs_6b5k_A_aligned.pdb
O34899,2.5.1.17,6d5k,C,6d5kC,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/O34899_2.5.1.17.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6d5k_C.pdb,0.897,770,True,O34899_2.5.1.17_vs_6d5k_C_visualization.png,O34899_2.5.1.17_vs_6d5k_C_aligned.pdb
P31570,2.5.1.17,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P31570_2.5.1.17.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,12.846,286,False,P31570_2.5.1.17_vs_121p_A_visualization.png,P31570_2.5.1.17_vs_121p_A_aligned.pdb
P29930,2.5.1.17,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P29930_2.5.1.17.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,14.466,394,False,P29930_2.5.1.17_vs_121p_A_visualization.png,P29930_2.5.1.17_vs_121p_A_aligned.pdb
P0A9H5,2.5.1.17,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P0A9H5_2.5.1.17.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,8.951,144,False,P0A9H5_2.5.1.17_vs_121p_A_visualization.png,P0A9H5_2.5.1.17_vs_121p_A_aligned.pdb
P0A9H6,2.5.1.17,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P0A9H6_2.5.1.17.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,8.951,144,False,P0A9H6_2.5.1.17_vs_121p_A_visualization.png,P0A9H6_2.5.1.17_vs_121p_A_aligned.pdb
A0K5N5,7.4.2.11,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0K5N5_7.4.2.11.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,12.167,704,False,A0K5N5_7.4.2.11_vs_121p_A_visualization.png,A0K5N5_7.4.2.11_vs_121p_A_aligned.pdb
D8KFN1,7.4.2.11,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/D8KFN1_7.4.2.11.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,14.996,642,False,D8KFN1_7.4.2.11_vs_121p_A_visualization.png,D8KFN1_7.4.2.11_vs_121p_A_aligned.pdb
O32169,7.4.2.11,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/O32169_7.4.2.11.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,15.269,539,False,O32169_7.4.2.11_vs_121p_A_visualization.png,O32169_7.4.2.11_vs_121p_A_aligned.pdb
O26096,7.4.2.11,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/O26096_7.4.2.11.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,14.852,504,False,O26096_7.4.2.11_vs_121p_A_visualization.png,O26096_7.4.2.11_vs_121p_A_aligned.pdb
A0PU14,2.7.2.11,3c1m,C,3c1mC,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0PU14_2.7.2.11.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_3c1m_C.pdb,19.742,1485,False,A0PU14_2.7.2.11_vs_3c1m_C_visualization.png,A0PU14_2.7.2.11_vs_3c1m_C_aligned.pdb
A0K4B1,2.7.2.11,3c1m,C,3c1mC,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0K4B1_2.7.2.11.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_3c1m_C.pdb,21.091,1509,False,A0K4B1_2.7.2.11_vs_3c1m_C_visualization.png,A0K4B1_2.7.2.11_vs_3c1m_C_aligned.pdb
A0PXA5,2.7.2.11,3c1m,C,3c1mC,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0PXA5_2.7.2.11.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_3c1m_C.pdb,26.205,1788,False,A0PXA5_2.7.2.11_vs_3c1m_C_visualization.png,A0PXA5_2.7.2.11_vs_3c1m_C_aligned.pdb
A0AI65,2.7.2.11,3c1m,C,3c1mC,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0AI65_2.7.2.11.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_3c1m_C.pdb,4.997,1033,False,A0AI65_2.7.2.11_vs_3c1m_C_visualization.png,A0AI65_2.7.2.11_vs_3c1m_C_aligned.pdb
A0A0R6Y3I5,2.7.2.11,3c1m,C,3c1mC,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0A0R6Y3I5_2.7.2.11.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_3c1m_C.pdb,19.859,908,False,A0A0R6Y3I5_2.7.2.11_vs_3c1m_C_visualization.png,A0A0R6Y3I5_2.7.2.11_vs_3c1m_C_aligned.pdb
A4G3R1,6.3.5.11,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A4G3R1_6.3.5.11.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,8.448,593,False,A4G3R1_6.3.5.11_vs_121p_A_visualization.png,A4G3R1_6.3.5.11_vs_121p_A_aligned.pdb
A3CL56,6.3.5.11,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A3CL56_6.3.5.11.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,10.798,281,False,A3CL56_6.3.5.11_vs_121p_A_visualization.png,A3CL56_6.3.5.11_vs_121p_A_aligned.pdb
A4FW46,6.3.5.11,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A4FW46_6.3.5.11.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,12.109,747,False,A4FW46_6.3.5.11_vs_121p_A_visualization.png,A4FW46_6.3.5.11_vs_121p_A_aligned.pdb
A1AT17,6.3.5.11,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A1AT17_6.3.5.11.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,15.092,315,False,A1AT17_6.3.5.11_vs_121p_A_visualization.png,A1AT17_6.3.5.11_vs_121p_A_aligned.pdb
A0KYF8,3.5.4.25,2bz0,A,2bz0A,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0KYF8_3.5.4.25.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_2bz0_A.pdb,1.026,937,False,A0KYF8_3.5.4.25_vs_2bz0_A_visualization.png,A0KYF8_3.5.4.25_vs_2bz0_A_aligned.pdb
A0KJ91,3.5.4.25,2bz0,A,2bz0A,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0KJ91_3.5.4.25.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_2bz0_A.pdb,0.702,881,False,A0KJ91_3.5.4.25_vs_2bz0_A_visualization.png,A0KJ91_3.5.4.25_vs_2bz0_A_aligned.pdb
P25114,2.7.1.105,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P25114_2.7.1.105.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,10.871,311,False,P25114_2.7.1.105_vs_121p_A_visualization.png,P25114_2.7.1.105_vs_121p_A_aligned.pdb
